SR NO,NAME,PROPERTY TYPE,LOCATION,CITY,CONTACT NO 1,CONTACT NO 2,CONTACT NO 3,EMAIL 1,EMAIL 2,EMAIL 3,RATING OUT OF 5,REVIEW COUNT,PRICE PER DAY,LOCATION TYPE,WEBSITE,INSTAGRAM,FACEBOOK,LINKEDIN,YOUTUBE,TWITTER
1177,Neewara Residency Apartment,Apartment,"Shyam Sarovar Apartment, Ganpati Nagar, Brij Mandal Colony, Jhotwara, Jaipur, Rajasthan 302012, India",Jaipur,,,,,,,4.9,12.0,"₹2,250",Hotel,https://www.airbnb.co.in/rooms/1081026499871220148?check_in=2024-03-29&check_out=2024-03-30&source_impression_id=p3_1711105353_6Ku7JWQdwh54IKPY&previous_page_section_name=1000&federated_search_id=70b87251-8927-4ff1-a6d5-e4c49d5f5aff,,,,,
1180,Nxt Home Apartment,Apartment,"RRVH+WF4 Nxt home, Jagatpura Rd, Model Town - B, Model Town, Malviya Nagar, Jaipur, Rajasthan 302017, India",Jaipur,,,,,,,5.0,13.0,"₹2,250",Establishment,,,,,,
1139,Upasana Luxurious Apartment,Apartment,"WR52+HGH, Prithviraj Rd, Panch Batti, C Scheme, Ashok Nagar, Jaipur, Rajasthan 302001, India",Jaipur,,,,,,,4.7,33.0,"₹2,430",Establishment,,,,,,
1134,"Luxury 2Bhk Near Gandhi Path West, Vaishali Nagar",Apartment,"Gandhi Path Rd, Block A, Amrapali Nagar, Lalarpura, Jaipur, Rajasthan 302021, India",Jaipur,077280 88884,,,info@vardhmangroup.org,,,4.2,743.0,"₹2,468",Establishment,http://www.vardhmangroup.org/,https://www.instagram.com/vardhmangroup/,https://www.facebook.com/Groupvardhman/,,,
1160,Palm Stay - Studios & Rooms,Apartment,"B-107, Jan Path, near Bansal Hospital, Kishan Nagar, Shyam Nagar, Jaipur, Rajasthan 302019, India",Jaipur,086970 62178,,,info@palmstay.in,,,4.5,189.0,"₹2,483",Hotel,http://palmstay.in/,,,,,
1116,2Bhk Flat In The Center Of Jaipur,Apartment,"1, Sirsi Rd, Engineer Colony, Panchyawala, Jaipur, Rajasthan 302021, India",Jaipur,072308 88666,+917230888666,,,,,4.4,19.0,"₹2,500",Establishment,https://uttamheights.uttamgroup.in/,https://www.instagram.com/uttambuildersanddevelopers?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,https://www.facebook.com/profile.php?id=61568182719897,https://www.linkedin.com/company/uttam-group/about/?viewAsMember=true,https://www.youtube.com/@UttamGroupjaipur,
1203,Meetstays-A Luxury 2Bhk Apartment In Jaipur,Apartment,,Jaipur,,,,,,,,,"₹2,500",,,,,,,
1101,Cozy Studio Apartment- Harmonycasa Comfort,Apartment,,Jaipur,,,,,,,,,"₹2,550",,,,,,,
1218,Vvip Address 12 Jagatpura Luxury Studio Apartment Jaipur,Apartment,"Solitaire suites, Jagatpura, Jaipur, Rajasthan 302017, India",Jaipur,099289 88554,,,,,,5.0,1.0,"₹2,610",Establishment,,,,,,
1071,The Boho Heritage Haveli,Apartment,"Plot No. 116 & 117, Near Khatipura Tiraya, Khatipura, Jaipur, Rajasthan 302012, India",Jaipur,099833 17271,,,reservation@royalheritagehaveli.com,,,4.4,1221.0,"₹2,800",Hotel,https://www.royalheritagehaveli.com/,https://www.instagram.com/royalheritagehaveli/,https://www.facebook.com/rhhjaipur,,,
