SR NO,NAME,PROPERTY TYPE,LOCATION,CITY,CONTACT NO 1,CONTACT NO 2,CONTACT NO 3,EMAIL 1,EMAIL 2,EMAIL 3,RATING OUT OF 5,REVIEW COUNT,PRICE PER DAY,LOCATION TYPE,WEBSITE,INSTAGRAM,FACEBOOK,LINKEDIN,YOUTUBE,TWITTER
713,Royal Heritage Haveli - By Leisure Hotels,Apartment,"Plot No. 116 & 117, Near Khatipura Tiraya, Khatipura, Jaipur, Rajasthan 302012, India",Jaipur,099833 17271,,,reservation@royalheritagehaveli.com,,,4.4,1221.0,"₹11,114",Hotel,https://www.royalheritagehaveli.com/,https://www.instagram.com/royalheritagehaveli/,https://www.facebook.com/rhhjaipur,,,
1243,Marteez,Apartment,"A-3, Iskon Temple Rd, opp. icici bank, branch, Mansarovar, Muhana, Jaipur, Rajasthan 302020, India",Jaipur,096642 44976,+91 9664244976,,support@mirayazjaipur.com,,,4.3,66.0,"₹24,324",Establishment,http://www.mirayazjaipur.com/,https://www.instagram.com/mirayaz_jpr,https://www.facebook.com/mirayazjpr,,https://www.youtube.com/@mirayaz_jaipur1111,
1233,Gatua Residence,Apartment,"West-way Heights, Truck Terminal Scheme, G-20, Ajmer Rd, near Heerapura Flyover, Narayan Vihar, Jaipur, Rajasthan 302026, India",Jaipur,088242 12000,,,info@vilasagroup.com,,,4.4,294.0,"₹28,616",Establishment,https://taruchaya.vilasagroup.com/,https://www.instagram.com/taruchayavilasa/,https://www.facebook.com/VilasaGroup,https://www.linkedin.com/company/taruchayaresidency,https://www.youtube.com/@taruchayaresidency,
605,Rajmahal Palace Raas,Apartment,"Sardar Patel Marg, Shivaji Nagar, Jaipur, Rajasthan 302001, India",Jaipur,082399 26000,,,stay@raashotels.com,,,4.7,3104.0,"₹31,900",Hotel,https://www.raashotels.com/rajmahal/,https://www.instagram.com/raashotels,,,,
667,Copacabana-Beachfront-Equipped&Serviced-Apartment-Seaview,Apartment,,Jaipur,,,,,,,,,"₹117,650",,,,,,,
710,Dera Mandawa,Boutique Hotel,"New Mandawa House, Sansar Chandra Rd, Adjoining Punjab National Bank, Jalupura, Jaipur, Rajasthan 302001, India",Jaipur,0141 403 7377,,,deramandawa@gmail.com,,,4.6,144.0,"₹12,000",Hotel,https://www.deramandawa.com/?utm_source=GMB&utm_medium=website_button&utm_campaign=gmb_website_button,https://www.instagram.com/deramandawa/,https://www.facebook.com/people/Dera-Mandawa/100069815856806/,,,https://x.com/DeraMandawa
704,Padmaa Jaipur,Boutique Hotel,"782, Churukon Ka Rasta, Chaura Rasta, Modikhana, Jaipur, Rajasthan 302003, India",Jaipur,096801 31132,+91-9680131132,+91-8619882261,info@padmaajaipur.com,,,4.8,117.0,"₹14,000",Hotel,http://padmaajaipur.com/,https://www.instagram.com/thepadmaajaipur/,,,,
1235,Hermosa Garden Hotel,Boutique Hotel,"53 Mbagathi Ridge, Nairobi, Kenya",Jaipur,0111 033200,,,fitness@hermosanairobi.com,sales@hermosanairobi.com,info@hermosanairobi.com,4.7,506.0,"₹28,072",Hotel,http://www.hermosanairobi.com/,https://www.instagram.com/HermosaGardenHotelandSpa,https://www.facebook.com/HermosaGardenHotelandSpa,,,
1226,Pax Manor Muthaiga,Boutique Hotel,"58 Muthaiga Rd, Nairobi, Kenya",Jaipur,0116 101010,,,reservations@paxmanormuthaiga.com,,,4.7,1087.0,"₹33,068",Hotel,http://paxmanormuthaiga.com/,https://instagram.com/paxmanor_muthaiga,https://facebook.com/paxmanor,,,
1222,Ololo Safari Lodge & Farm,Boutique Hotel,"Southern Border of the Nairobi, Nairobi, Kenya",Jaipur,0708 844818,,,,,,4.5,414.0,"₹93,480",Hotel,http://www.olololodge.com/,,,,,
596,Dileep Kothi - A Royal Boutique Luxury Suites In Jaipur,Boutique Hotel,"89, Dhuleshwar Garden, Sardar Patel Marg, C Scheme, Jaipur, Rajasthan 302001, India",Jaipur,096600 20209,,,connect@sawaihospitality.com,dileepkothijaipur@gmail.com,dileepkothi@sawaihospitality.com,4.6,136.0,"₹120,383",Hotel,https://www.sawaihospitality.com/dileep-kothi-jaipur/,https://www.instagram.com/dileepkothi/,https://www.facebook.com/dileepkothijaipur,https://www.linkedin.com/in/sawai-hospitality-365231317/,,
638,Vaibhav Farm House,Farm Stay,"7M66+HJ, Syaoo, Rajasthan 303712, India",Jaipur,,,,,,,5.0,8.0,"₹10,500",Hotel,,,,,,
