SR NO,NAME,PROPERTY TYPE,LOCATION,CITY,CONTACT NO 1,CONTACT NO 2,CONTACT NO 3,EMAIL 1,EMAIL 2,EMAIL 3,RATING OUT OF 5,REVIEW COUNT,PRICE PER DAY,LOCATION TYPE,WEBSITE,INSTAGRAM,FACEBOOK,LINKEDIN,YOUTUBE,TWITTER
1,Hotel Gokul Palace,Luxury Hotel,"just 2 minutes walking distance from bus station, Udiyapole, 1-E, City Station Rd, Udaipole, Toran Bawri, Ganesh Ghati, Udaipur, Rajasthan 313001, India",Udaipur,077427 22866,,,,,,3.9,569,₹500,Hotel,https://www.oyorooms.com/213242/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
2,Dormitory,Hotel,"T Toys Building, 66, Rd Number 2, Ashok Nagar, Udaipur, Rajasthan 313001, India",Udaipur,063772 21566,,,,,,4.5,253,₹558,Hotel,,,,,,
3,Hotel Amrapali Udaipur,Hotel,"Amrapali, 299, CA Cir, opp. Trimurti Apartment, Sector 14, Hiran Magri, Udaipur, Gordhan Vilas Rural, Rajasthan 313001, India",Udaipur,,,,,,,4.5,86,₹567,Hotel,,,,,,
4,Raahi Backpacker'S Hostel- Lake View,Hotel,"14, Bheru Ghati, Inside, Chand Pole, Silawatwari, Udaipur, Rajasthan 313004, India",Udaipur,080057 35847,,,,,,4.5,501,₹595,Hotel,,,,,,
5,Udai Haveli Guest House,Hotel,"ganesh gati, udai haveli paying guest house, 40, Gadiya Devra Marg, Old City, Udaipur, Rajasthan 313004, India",Udaipur,093525 06701,,,,,,4.6,118,₹600,Hotel,,,,,,
6,Nomadic Hostel,Boutique Hotel,"4th Floor, Maharaja Apartment, 401-402, Gulab Bagh Rd, near punjab national bank, Udaipur, Rajasthan 313001, India",Udaipur,094629 17414,+91 9079266683,,choudhary.rajiv@nomadichotels.in,,,4.7,320,₹640,Hotel,https://nomadichotels.in/nomadic-hostel-udaipur/,https://www.instagram.com/nomadichosteludaipur/,,,,
7,Hotel Clear Sky,Hotel,"Sub City Center Rd, Sector 8, Savina, Udaipur, Rajasthan 313002, India",Udaipur,063785 25359,,,,,,4.5,159,₹640,Hotel,https://www.agoda.com/en-gb/hotel-clear-sky/hotel/udaipur-in.html?cid=1555740,,,,,
8,Zenova Boutique Stays,Boutique Hotel,"35, Bagore Ka Nohra, opp. Hotel Sarovar, Outside Chandpole, Ambamata, Udaipur, Rajasthan 313001, India",Udaipur,098714 96495,,,,,,5,6,₹680,Hotel,,,,,,
9,Bagol Palace,Luxury Hotel,"40 gadiya devra, Jagdish Temple Rd, inside chandpole, Chand Pole, Udaipur, Rajasthan 313004, India",Udaipur,099836 20919,,,,,,4.2,57,₹699,Hotel,,,,,,
10,The Hostel Crown,Hotel,"172 Bada Ram dwara chowk, Lake, Rd, Tripura, Pichola, Udaipur, Rajasthan 313004, India",Udaipur,092616 85767,,,,,,4.6,425,₹699,Hotel,,,,,,
11,Hostel Funky Bunky,Hotel,"13, Bajarang Marg, near Hanuman Ghat, Outside Chandpole, Ambamata, Udaipur, Rajasthan 313004, India",Udaipur,088248 25384,,,,,,4.8,682,₹700,Hotel,https://sites.google.com/d/1yAqXyLWuUGY17bo1JJYxpkIQQmPXYdSH/p/1YKa-CLsAts9YXPcYMqc5FsbZMd1LszRy/edit,,,,,
12,Devdarshan Hotel & Restaurant,Hotel,"surajpol, near Friends Petroleum, Thakkre Baba Conlony, Bapu Bazar, Brahmpuri, Udaipur, Rajasthan 313001, India",Udaipur,096940 53999,,,,,,4.7,1231,₹700,Hotel,https://devdarshanhoteludaipur.com/,,,,,
13,Paarijat Pg,Hotel,"Pathon ki Magri, 69, Shewashram Rd, Patho Ki Magri, Subhash Nagar, Udaipur, Rajasthan 313001, India",Udaipur,075689 75511,,,,,,4.9,174,₹719,Hotel,,,,,,
14,Jagat Villa Guest House,Villa,"58, Gadiya Devra Marg, Chand Pole, Ganesh Ghati, Udaipur, Rajasthan 313004, India",Udaipur,099282 64984,,,,,,4.2,188,₹750,Hotel,,,,,,
15,Brij Niwas,Hotel,"Daroli Bypass circle, Airport Road, Daroli, Bhatewar, Udaipur, Daroli, Rajasthan 313022, India",Udaipur,063775 40357,+91 8562032777,,,,,4.3,111,₹750,Hotel,http://www.hotelbrijpalce.com/,,,,,
16,Hotel Krishna Residency,Hotel,"Sector 9, Savina Chauraha, Titrdi, Hiran Magri, Udaipur, Gordhan Vilas Rural, Rajasthan 313002, India",Udaipur,093522 21943,+91 7300028807,+91 9352221943,,,,5,64,₹765,Hotel,https://hotelkrishnaresidency.in/,,,,,
17,Gyanav Hotel And Restaurant,Hotel,"3, opposite fountain, Surajpole Circle, Toran Bawri, Bapu Bazar, Nada Khada, Udaipur, Rajasthan 313001, India",Udaipur,098870 08702,+91 9887008702,,,,,4.7,217,₹778,Establishment,https://gyanav-hotel.grexa.site/,,,,,
18,Hotel Vini,Hotel,"opposite Croma Tata Enterprise, near Surajpole, Thakkre Baba Conlony, Bapu Bazar, Shakti Nagar, Udaipur, Rajasthan 313001, India",Udaipur,,,,,,,5,14,₹789,Hotel,,,,,,
19,Hotel Amrapali Udaipur Best Gorup Booking Hotel Near Ca Circle,Hotel,"Plot No. 293, 100 Feet Rd, near sector-14, B Block, Sector 14, Hiran Magri, Udaipur, Gordhan Vilas Rural, Rajasthan 313002, India",Udaipur,088902 54529,,,,,,4.4,1019,₹797,Hotel,https://sites.google.com/view/hotelnamanudaipur/home,,,,,
20,Panna Palace Guest House,Luxury Hotel,"near Hanuman Ghat o/s, Chand Pole, Khodi Imli, Udaipur, Rajasthan 313004, India",Udaipur,095095 48227,,,,,,4.5,166,₹799,Hotel,,,,,,
21,City And Palace View Guest House,Luxury Hotel,"6,unto ka karkhana mama ji ki haveli, Bhatiyani Chohatta, Rao Ji Ka Hata, Udaipur, Rajasthan 313001, India",Udaipur,099824 72495,,,,,,4.9,518,₹800,Hotel,,,,,,
22,Punia'S Staycation,Hotel,"490, Bajarang Marg, Outside Chandpole, Ambamata, Udaipur, Rajasthan 313004, India",Udaipur,091193 73055,,,,,,5,122,₹800,Hotel,,,,,,
23,Hotel Shree Jmm S14 Near By,Hotel,"Plot no 150 100 Feet Road Rajasthan sector12 savina, Goverdhan Villas, Hiran Magri, Udaipur, Gordhan Vilas Rural, Rajasthan 313001, India",Udaipur,089051 55393,,,,,,4.8,52,₹890,Hotel,https://www.booking.com/,,,,,
24,Hotel Bhawani,Hotel,"Hotel Bhawani, main road, near raniji ki bawdi, Eklingpura, Udaipur, Rajasthan 313003, India",Udaipur,088750 50101,,,,,,4.9,71,₹899,Hotel,https://www.hotelbhawaniudaipur.com/,,,,,
25,Young Monk Hostel Udaipur - Jaydurg Haveli,Boutique Hotel,"Nathi Ghat, Inside Brahmpole, Hareshvar Colony, Ambamata, Udaipur, Rajasthan 313004, India",Udaipur,091931 91934,,,,,,4.5,1151,₹900,Hotel,http://youngmonkhostel.com/,https://www.instagram.com/youngmonkhostel,https://facebook.com/youngmonkhostel,https://www.linkedin.com/company/youngmonkhostel,,https://x.com/youngmonkhostel
26,Footprint By The Lake - 10 Meter From Lake Pichola,Hotel,"jethiyon ka akhada, 24, near Chandpole Bridge, Ambamata, Udaipur, Rajasthan 313001, India",Udaipur,078779 09342,+91 7877909342,+91 8306004667,contact@footprinthostel.com,,,4.6,259,₹807,Hotel,https://www.footprinthostel.com/,https://www.instagram.com/hostelfootprint/,,,,
27,Townhouse Oak Udaipur City Palace,Luxury Hotel,"Plot No 40, near Gulab Bagh Road, Old City, Kalaji Goraji, Udaipur, Rajasthan 313001, India",Udaipur,0124 433 0599,,,,,,3.4,7,₹932,Hotel,https://www.oyorooms.com/306877/,https://instagram.com/oyorooms/,https://www.facebook.com/oyorooms,https://www.linkedin.com/company/oyo-rooms/jobs/,https://www.youtube.com/channel/UC1b6tyXZTHdIZ5vmgoAqn9w,https://twitter.com/oyorooms
28,Old Skool Udaipur,Hotel,"44, Gadia, Gadiya Devra Marg, Old City, Udaipur, Rajasthan 313004, India",Udaipur,096253 72788,,,,,,4.3,164,₹950,Hotel,https://hypehostel.in/,,,,,
29,Leisure Homestay,Hotel,"Technocrats Society, 92, Bedla Rd, opp. parihar provision store, Technocrate Society, Mahaveer Colony Park, Udaipur, Rajasthan 313011, India",Udaipur,086194 57994,,,,,,4.9,128,₹975,Hotel,https://www.booking.com/Share-kOzcSC,,,,,
30,Collection O Rto Office Udaipur Formerly Mewar Mahal,Hotel,,Udaipur,,,,,,,,,₹961,,,,,,,
31,Hotel Stay Inn,Hotel,"GPQ5+XHW, Savina Main Rd, RHB Colony, Savina, Udaipur, Gordhan Vilas Rural, Rajasthan 313001, India",Udaipur,092563 05393,,,,,,4.5,47,₹999,Hotel,http://booking.com/,,,,,
32,Gitanjali Homestay By Lake Pichola Udaipur,Hotel,"Nathi Ghat I, S Hareshwar Mahadev temple, 6, Brahmpol Rd, Ambamata, Udaipur, Rajasthan 313001, India",Udaipur,090014 98364,+91 9001498364,,gitanjalihomestayudr@gmail.com,,,4.8,101,"₹1,000",Hotel,https://gitanjalihomestayudaipur.com/,,,,,https://www.wix.com
33,Lake Face,Hotel,"94, Chand Pol Rd, Chand Pole, Silawatwari, Udaipur, Rajasthan 313004, India",Udaipur,094142 64202,,,,,,4.5,113,"₹1,000",Hotel,,,,,,
34,Whereabout Hostel Udaipur,Hotel,"17,outside of chandpole , jethiyo ka akhada, Ambamata, Udaipur, Rajasthan 313004, India",Udaipur,086190 11024,,,,,,4.5,1039,"₹1,029",Hotel,https://www.hostelworld.com/pwa/hosteldetails.php/Whereabout-hostel/Udaipur/271559?from=2021-11-21&to=2021-11-22&guests=2&origin=microsite,https://www.instagram.com/hostelworld/,https://www.facebook.com/hostelworld,,https://www.youtube.com/user/hostelworld,https://twitter.com/hostelworld
35,Super Collection O Udaipur City Railway Station Formerly Shree Ganesh Guest House,Hotel,"Ghatawala Mata Ji, Plot No. 1, New Rajendra Nagar, Tekari, Gayariawas, Central Area, Udaipur, Rajasthan 313001, India",Udaipur,0124 433 0599,,,,,,4.6,27,₹999,Hotel,,,,,,
36,Hardik Villa,Villa,"HPPG+VW5, Pahada, Udaipur, Rajasthan 313001, India",Udaipur,,,,,,,5,1,"₹1,034",Establishment,,,,,,
37,Khoj By Bharatescapes 50 Metres From City Palace Udaipur,Luxury Hotel,"49, Picholi Marg, Old City, Rao Ji Ka Hata, Udaipur, Rajasthan 313001, India",Udaipur,,,,,,,5,11,"₹1,063",Hotel,https://www.bharatescapes.com/,,,,,
38,Hanuman Ghat Boutique Stays On Lake Pichola,Boutique Hotel,"hanuman ghat area, Ambrai Rd, near walking Bridge, Outside Chandpole, Ambamata, Udaipur, Rajasthan 313001, India",Udaipur,,,,,,,,,"₹1,068",Hotel,,,,,,
39,Elegance By Comfort,Boutique Hotel,"5B, opp. Sahelion Ki Bari, New Fatehpura, Panchwati, Udaipur, Rajasthan 313004, India",Udaipur,080033 31199,8003331199,+91 8003331177,reservation@amantrahotel.com,,,4.6,4009,"₹1,077",Hotel,http://www.amantrahotel.com/,,,,,
40,Hotel Dosa Plaza,Hotel,"Near by sukher police thana N.H.8 sukher, nathdwara road, opp. Eklingji Service center, [no name], Udaipur, Sukher, Rajasthan 313001, India",Udaipur,078911 44447,,,,,,4.2,761,"₹1,080",Hotel,https://www.dosaplaza.com/,,,,,
41,Saga By Lake,Hotel,"52, Acharya Marg, Brahmpol Rd, Ambamata, Udaipur, Rajasthan 313001, India",Udaipur,099508 55259,,,,,,4.9,124,"₹1,080",Hotel,https://sagabylake.com/,,,,,
42,Hotel Shree Nath,Hotel,"Near 141-A Block, Sub City Centre Rd, Tekri Rd, Udaipole, Central Area, Udaipur, Rajasthan 313001, India",Udaipur,,,,,,,5,22,"₹1,080",Hotel,,,,,,
43,Atithi Home Stay- Studio Room,Hotel,,Udaipur,,,,,,,,,"₹1,285",,,,,,,
44,Gokul Niwas Home Stay Udaipur 1St,Hotel,,Udaipur,,,,,,,,,"₹1,100",,,,,,,
45,Hotel Lotus Inn Near Udaipur City Railway Station,Hotel,"Mahaveer tower khera cricle, Sector 14, Savina, Udaipur, Gordhan Vilas Rural, Rajasthan 313002, India",Udaipur,096492 11202,,,,,,4.2,135,"₹1,100",Hotel,http://hotellotus-inn.zoombookdirect.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=google_my_business,,,,,
46,Black Pepper Home Stay,Hotel,"339, Panduwari, Gadiya Devra Marg, Hotel Gangaur Palace, Udaipur, Rajasthan 313004, India",Udaipur,098298 44511,,,,,,4.7,228,"₹1,101",Hotel,,,,,,
47,The Park Classic Udaipur,Hotel,"2-3, Durga Nursery Rd, behind Mangalam Fun Square Mal, Parisar, Udaipur, Rajasthan 313002, India",Udaipur,089495 12053,+91 8949512053,+91 7976719480,theparkclassicudaipur@gmail.com,team@expandhotels.com,,4.3,1472,"₹1,115",Hotel,https://parkclassicudaipur.com/,https://www.instagram.com/theparkclassicudaipur/,https://www.facebook.com/theparkclassicudaipurs,,,
48,Moustache Udaipur,Hotel,"44 Near Jagdish Chowk Gadiya Devra, Panduwari Rd, Old City, Udaipur, Rajasthan 313004, India",Udaipur,089291 00705,,,,,,4.3,2422,"₹1,116",Hotel,https://moustachescapes.com/stay/backpacking-hostels/moustache-udaipur/,,,,,
49,Hostel Mantra,Hotel,"22, Lal Ghat Road, next to Jagat Niwas, Old City, Udaipur, Rajasthan 313004, India",Udaipur,075681 44110,,,,,,4.7,1266,"₹1,127",Hotel,https://hostelmantra.com/,,,,,
50,Hotel Apni Haveli,Hotel,"plot no 84, kaldwas riico industrial area, sachi complex, Udaipur, Rajasthan 313001, India",Udaipur,084477 05245,,,,,,4.6,65,"₹1,134",Hotel,,,,,,
51,Hotel O Aagman,Hotel,,Udaipur,,,,,,,,,"₹1,065",,,,,,,
52,Ivory Nest,Hotel,,Udaipur,,,,,,,,,"₹1,148",,,,,,,
53,Hotel Evergreen,Hotel,,Udaipur,,,,,,,,,"₹1,150",,,,,,,
54,Townhouse Pichola Formerly Vinayak,Hotel,,Udaipur,,,,,,,,,"₹1,149",,,,,,,
55,Hotel Townhouse At Udaipur City Railway Station,Hotel,,Udaipur,,,,,,,,,"₹1,151",,,,,,,
56,Hotel Sun Palace,Luxury Hotel,,Udaipur,,,,,,,,,"₹1,152",,,,,,,
57,Hotel Sunflower Udaipur,Hotel,,Udaipur,,,,,,,,,"₹1,177",,,,,,,
58,Narayans Leela Inn By Sgoh,Hotel,,Udaipur,,,,,,,,,"₹1,198",,,,,,,
59,Chandan Palace Hotel And Paying Guest House,Luxury Hotel,,Udaipur,,,,,,,,,"₹1,199",,,,,,,
60,Devi Villa,Villa,,Udaipur,,,,,,,,,"₹1,200",,,,,,,
61,Hotel Lake Bridge,Hotel,,Udaipur,,,,,,,,,"₹1,200",,,,,,,
62,Hotel Delight,Hotel,,Udaipur,,,,,,,,,"₹1,200",,,,,,,
63,Relax And Rest,Hotel,,Udaipur,,,,,,,,,"₹1,200",,,,,,,
64,"Lakshmi Darshan Gokhada , Home Stay, Dormitory And Complete Family Sojourn",Hotel,,Udaipur,,,,,,,,,"₹1,200",,,,,,,
65,Saida Aashiyana,Hotel,,Udaipur,,,,,,,,,"₹1,200",,,,,,,
66,Nukkad Guest House Near Lake Pichola,Hotel,,Udaipur,,,,,,,,,"₹1,210",,,,,,,
67,Hotel Anchal Villa By Yb Hotel,Villa,,Udaipur,,,,,,,,,"₹1,230",,,,,,,
68,Hotel Aagman,Hotel,,Udaipur,,,,,,,,,"₹1,233",,,,,,,
69,The Keys By Unique Choice Hotels,Hotel,,Udaipur,,,,,,,,,"₹1,250",,,,,,,
70,The Royal Residency,Hotel,,Udaipur,,,,,,,,,"₹1,260",,,,,,,
71,Soham Haveli - A Lake Facing Stay In Udaipur,Hotel,,Udaipur,,,,,,,,,"₹1,272",,,,,,,
72,Vedsa Haveli New,Hotel,,Udaipur,,,,,,,,,"₹1,275",,,,,,,
73,Hotel Padam Palace & Garden,Luxury Hotel,,Udaipur,,,,,,,,,"₹1,275",,,,,,,
74,Hotel Angan 2,Hotel,,Udaipur,,,,,,,,,"₹1,275",,,,,,,
75,Hotel Arawali Hill,Hotel,,Udaipur,,,,,,,,,"₹1,283",,,,,,,
76,Bagol Niwas,Hotel,,Udaipur,,,,,,,,,"₹1,299",,,,,,,
77,Mangal Hotel & Resorts Pool,Resort,,Udaipur,,,,,,,,,"₹1,300",,,,,,,
78,The Rukmani Homestay & Garden,Hotel,,Udaipur,,,,,,,,,"₹1,308",,,,,,,
79,Atithya,Hotel,,Udaipur,,,,,,,,,"₹1,320",,,,,,,
80,Hotel Udaipur Palace And Resort,Resort,,Udaipur,,,,,,,,,"₹1,320",,,,,,,
81,Hotel Golden Rays,Hotel,,Udaipur,,,,,,,,,"₹1,325",,,,,,,
82,Geetanjali Hotel And Resort,Resort,,Udaipur,,,,,,,,,"₹1,329",,,,,,,
83,Rathore Stays,Hotel,,Udaipur,,,,,,,,,"₹1,350",,,,,,,
84,Hotel Lake Vista Stays,Hotel,,Udaipur,,,,,,,,,"₹1,350",,,,,,,
85,Hotel Laxmi Palace,Luxury Hotel,,Udaipur,,,,,,,,,"₹1,350",,,,,,,
86,Vanita Home Stay,Hotel,,Udaipur,,,,,,,,,"₹1,360",,,,,,,
87,Hotel Nikanshvee,Hotel,,Udaipur,,,,,,,,,"₹1,380",,,,,,,
88,Fabhotel Samrat Regency,Hotel,,Udaipur,,,,,,,,,"₹1,387",,,,,,,
89,Krishn Palace Hotel,Luxury Hotel,,Udaipur,,,,,,,,,"₹1,399",,,,,,,
90,Hotel Rajshree,Hotel,,Udaipur,,,,,,,,,"₹1,399",,,,,,,
91,Hotel Maharaja,Hotel,,Udaipur,,,,,,,,,"₹1,400",,,,,,,
92,Hotel Udaipur Stay At Prime Location,Hotel,,Udaipur,,,,,,,,,"₹1,400",,,,,,,
93,Mangal Residency Rooftop Pool,Hotel,,Udaipur,,,,,,,,,"₹1,400",,,,,,,
94,Hotel Ramnivas,Hotel,,Udaipur,,,,,,,,,"₹1,400",,,,,,,
95,Turtle Hostel Udaipur- 10 Mtr From Lake,Hotel,,Udaipur,,,,,,,,,"₹1,403",,,,,,,
96,Treebo The Fresco Lake Pichola,Hotel,,Udaipur,,,,,,,,,"₹1,410",,,,,,,
97,Shalom Backpackers Udaipur,Hotel,,Udaipur,,,,,,,,,"₹1,428",,,,,,,
