SR NO,NAME,PROPERTY TYPE,LOCATION,CITY,CONTACT NO 1,CONTACT NO 2,CONTACT NO 3,EMAIL 1,EMAIL 2,EMAIL 3,RATING OUT OF 5,REVIEW COUNT,PRICE PER DAY,LOCATION TYPE,WEBSITE,INSTAGRAM,FACEBOOK,LINKEDIN,YOUTUBE,TWITTER
614,Suryansh Outhouse,Hotel,"Kuchyawali, vaishali estate, Jaipur, Rajasthan 302026, India",Jaipur,072400 88890,,,,,,4.6,133.0,"₹10,000",Hotel,https://suryanshouthouse.com/,,,,,
615,Oasis In Jaipur - 3Br Villa With Private Garden,Villa,,Jaipur,,,,,,,,,"₹10,000",,,,,,,
616,Joyous Stay,Hotel,"E 82 POLICE PATH, SHIV, Mandir Marg Rd, Rani Sati Nagar, Nirman Nagar, Brijlalpura, Jaipur, Rajasthan 302019, India",Jaipur,,,,,,,5.0,6.0,"₹10,000",Hotel,https://www.joyousclub.in/,,,,,
617,Saffronstays Raj Reverie Maharaja Tent Suites,Farmhouse,"WH49+6HP, Kanarpura at Khanga Ki Dhani, Rajasthan 302041, India",Jaipur,073003 88255,8069160000,,,,,4.8,87.0,"₹9,768",Establishment,https://www.saffronstays.com/view/raj-reverie-jaipur-heritage-luxury-villa-with-private-pool-events-ztskumeljfkab5bu?rooms=4&adults=8&ad_source=google&ad_id=&campaign_id=20075274186&gad_source=1&gad_campaignid=22282021124&gbraid=0AAAAADrc8XAORYq3oNL4Fv3B-WwW6qUwV&gclid=Cj0KCQiAgP_JBhD-ARIsANpEMxzyU9TrgPLwhxZCIAYeBt4rYHuA8SWyUtVu8_vIPJLdH_q40vaEHGIaAo3PEALw_wcB&utm_source=gmb&utm_medium=gmb&utm_campaign=homes_on_gmb&utm_id=gmb,https://www.instagram.com/saffronstays/,https://www.facebook.com/saffronstays,https://www.linkedin.com/company/saffronstays,https://www.youtube.com/channel/UC0lvPYqLKtJ_GkoCG-YPY0A,https://twitter.com/saffronstays
618,Aranya By Stories,Hotel,"Delhi - Jaipur Highway, near Achrol, Labana, Rajasthan 303002, India",Jaipur,088901 55557,+91 9352265004,,,,,4.5,109.0,"₹9,393",Hotel,https://www.aranyabystories.com/,https://www.instagram.com/aranyabystories/?hl=en,,,https://www.youtube.com/watch?v=q-tImhS7-JM,
619,Hill View Farm,Farmhouse,"Kumbhawas, Rajasthan 303102, India",Jaipur,096671 05042,+91-9582212245,,info@amrealtysolutions.in,,,4.9,19.0,"₹9,180",Establishment,https://www.amrealtysolutions.com/,https://www.instagram.com/accounts/login/?next=%2Fam_realty_solutions%2F&source=omni_redirect,https://www.facebook.com/amrealtysolutions,https://www.linkedin.com/company/am-realty-solutions/?originalSubdomain=in,https://www.youtube.com/@amrealtysolutionspvtltd,https://x.com/Am_Realty_Sols
620,Luxury 7Bhk Spacious Villa With Parking,Villa,"Sirsi Rd, behind CELEBRATION PARADISE, Vinayak City, Bindayaka, Neemera, Jaipur, Rajasthan 302041, India",Jaipur,081049 54254,,,,,,4.5,25.0,"₹9,090",Hotel,http://www.stayvista.com/villa/urban-escape?reference_number=prop673b7f1b8a9336umy75s?utm_source=google&utm_medium=gmb,,,,,
621,Sisodia Bagh Luxury Boutique Resort-Jaipur,Resort,"NH11, Delhi - Jaipur Highway, Kukas, Kookas, Rajasthan 302038, India",Jaipur,079981 61161,+917998161161,,sisodiabagh@gmail.com,,,4.8,143.0,"₹7,944",Hotel,http://www.sisodiabagh.com/,https://www.instagram.com/sisodiabagh?igsh=Mzdtd2g2azc5OXp5,,,,
622,Barwara Kothi,Boutique Hotel,"5, Jacob Rd, beside Indus-Ind Bank, Madrampur, Civil Lines, Jaipur, Rajasthan 302006, India",Jaipur,099822 22544,,,dsingh@barwarakothi.com,reservations@triptamhotels.com,,4.7,182.0,"₹9,000",Hotel,http://www.barwarakothi.com/,https://www.instagram.com/barwarakothi/,https://www.facebook.com/barwarakothijaipur/,,,
623,Intercontinental Jaipur Tonk Road By Ihg,Hotel,"Tonk Rd, Sitapura Industrial Area, Sitapura, Jaipur, Rajasthan 302022, India",Jaipur,0141 717 6666,,,,,,4.5,8908.0,"₹8,864",Hotel,https://www.ihg.com/intercontinental/hotels/us/en/jaipur/jaitr/hoteldetail?cm_mmc=GoogleMaps-_-CP-_-IN-_-JAITR,,,,,
